Date Time,Day of Week,Street Name Cleaned,Cross Street Cleaned,Intersection_ID,Latitude,Longitude,Manner of Collision,First Harmful Event,Weather Condition 1,Weather Condition 2,Ambient Light,Road Surface Condition,Traffic Control Device Type,Traffic Control Device Functionality,Roadway Junction Type,Trafficway Description,Speed Limit,Object 1,Object 2,P1 Injury,P2 Injury,P1 Age,P2 Age,P1 Sex,P2 Sex,May involve cyclist,May Involve Pedestrian,P1 Non Motorist Desc,P2 Non Motorist Desc,Year,Month,Day,Hour,Day_of_Week_Num,Is_Weekend,Is_Rush_Hour,Season
2019-08-19 13:05:00,Monday,THIRD STREET,,THIRD STREET,42.36659,-71.08189,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,OTHER                                             ,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",30 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,50.0,18.0,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,8,19,13,0,False,False,Summer
2019-08-17 14:28:00,Saturday,MT. AUBURN STREET,,MT. AUBURN STREET,42.37544,-71.1444,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",0  ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,POSSIBLE INJURY                                   ,,,,FEMALE                                            ,MALE                                              ,1.0,,CYCLIST                                           ,,2019,8,17,14,5,True,False,Summer
2019-08-14 23:38:00,Wednesday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37305,-71.0956,UNKNOWN                                           ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,8,14,23,2,False,False,Summer
2019-08-14 09:39:00,Wednesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.36299,-71.10069,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,,NO APPARENT INJURY                                ,,,FEMALE                                            ,MALE                                              ,1.0,,,,2019,8,14,9,2,False,True,Summer
2019-08-01 09:07:00,Thursday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.37452,-71.11872,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,FEMALE                                            ,MALE                                              ,1.0,,,,2019,8,1,9,3,False,True,Summer
2019-07-19 18:00:00,Friday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37075,-71.07767,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,7,19,18,4,False,True,Summer
2019-07-19 14:58:00,Friday,COLUMBIA ST,,COLUMBIA ST,42.36786,-71.097378,UNKNOWN                                           ,COLLISION WITH PEDALCYCLE                         ,UNKNOWN                                           ,UNKNOWN                                           ,UNKNOWN                                           ,UNKNOWN                                           ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,UNKNOWN                                           ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,7,19,14,4,False,False,Summer
2019-07-18 08:55:00,Thursday,VASSAR ST,,VASSAR ST,42.35729,-71.10062,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,RAIN                                              ,,DAYLIGHT                                          ,WET                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,,,,MALE                                              ,FEMALE                                            ,1.0,1.0,,,2019,7,18,8,3,False,True,Summer
2019-07-16 11:54:00,Tuesday,BRATTLE STREET,,BRATTLE STREET,42.37631,-71.12598,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED SERIOUS INJURY                          ,,,FEMALE                                            ,FEMALE                                            ,1.0,1.0,,CYCLIST                                           ,2019,7,16,11,1,False,False,Summer
2019-07-02 17:59:00,Tuesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.3907,-71.12173,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,POSSIBLE INJURY                                   ,NO APPARENT INJURY                                ,,,FEMALE                                            ,FEMALE                                            ,1.0,,CYCLIST                                           ,,2019,7,2,17,1,False,True,Summer
2019-07-01 18:13:00,Monday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.39272,-71.12499,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,7,1,18,0,False,True,Summer
2019-06-28 11:47:00,Friday,ELLIOT ST,,ELLIOT ST,42.37206,-71.1217,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)              ",NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,6,28,11,4,False,False,Summer
2019-06-26 18:07:00,Wednesday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.37544081818183,-71.11253827272726,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,POSSIBLE INJURY                                   ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,6,26,18,2,False,True,Summer
2019-06-26 16:10:00,Wednesday,JFK STREET,,JFK STREET,42.3705,-71.12186,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,SUSPECTED SERIOUS INJURY                          ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,,2019,6,26,16,2,False,True,Summer
2019-06-19 09:04:00,Wednesday,COLUMBIA ST,,COLUMBIA ST,42.36378,-71.09974,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,,,,MALE                                              ,FEMALE                                            ,1.0,,,,2019,6,19,9,2,False,True,Summer
2019-06-17 20:32:00,Monday,MASSACHUSETTS AVENUE,CAMBRIDGE STREET,CAMBRIDGE STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,Y-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,,2019,6,17,20,0,False,False,Summer
2019-06-14 21:52:00,Friday,BROADWAY,,BROADWAY,42.36954,-71.10158,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,POSSIBLE INJURY                                   ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,6,14,21,4,False,False,Summer
2019-06-07 22:38:00,Friday,MASSACHUSETTS AVENUE,DOUGLAS ST,DOUGLAS ST_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,,2019,6,7,22,4,False,False,Summer
2019-06-06 16:39:00,Thursday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.37544081818183,-71.11253827272726,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,OTHER                                             ,NO APPARENT INJURY                                ,,,,MALE                                              ,,1.0,,,,2019,6,6,16,3,False,True,Summer
2019-06-05 11:20:00,Wednesday,BROADWAY,,BROADWAY,42.3709,-71.10502,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,6,5,11,2,False,False,Summer
2019-06-04 14:33:00,Tuesday,HAMPSHIRE STREET,,HAMPSHIRE STREET,42.37078,-71.09724,REAR-END                                          ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",UNK,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,57.0,20.0,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,6,4,14,1,False,False,Summer
2019-06-04 11:13:00,Tuesday,BROADWAY,,BROADWAY,42.36654,-71.09396,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,6,4,11,1,False,False,Summer
2019-06-03 17:12:00,Monday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.37544081818183,-71.11253827272726,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,POSSIBLE INJURY                                   ,NO APPARENT INJURY                                ,,,FEMALE                                            ,FEMALE                                            ,1.0,,CYCLIST                                           ,,2019,6,3,17,0,False,True,Summer
2019-05-27 12:14:00,Monday,OXFORD STREET,,OXFORD STREET,42.38045,-71.11643,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO APPARENT INJURY                                ,,,,MALE                                              ,UNKNOWN                                           ,1.0,,CYCLIST                                           ,,2019,5,27,12,0,False,False,Spring
2019-05-22 11:56:00,Wednesday,HAMPSHIRE STREET,,HAMPSHIRE STREET,42.367,-71.09264,HEAD ON                                           ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,NO                                                ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,5,22,11,2,False,False,Spring
2019-05-21 10:39:00,Tuesday,MASSACHUSETTS AVENUE,MASSACHUSETTS AVENUE,MASSACHUSETTS AVENUE_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,"SIDESWIPE, OPPOSITE DIRECTION                     ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",25 ,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)              ",,NO APPARENT INJURY                                ,SUSPECTED MINOR INJURY                            ,38.0,71.0,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,5,21,10,1,False,False,Spring
2019-05-09 20:31:00,Thursday,SIXTH ST,,SIXTH ST,42.37202,-71.08469,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,NO                                                ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,SUSPECTED MINOR INJURY                            ,SUSPECTED MINOR INJURY                            ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,5,9,20,3,False,False,Spring
2019-05-08 14:35:00,Wednesday,BROADWAY,,BROADWAY,42.367850499999996,-71.09733450000002,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO APPARENT INJURY                                ,NO APPARENT INJURY                                ,,,MALE                                              ,FEMALE                                            ,1.0,,,,2019,5,8,14,2,False,False,Spring
2019-04-27 19:00:00,Saturday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.36238,-71.0986,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,UNKNOWN                                           ,,DAYLIGHT                                          ,UNKNOWN                                           ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,UNKNOWN                                           ,SUSPECTED MINOR INJURY                            ,,,FEMALE                                            ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,4,27,19,5,True,False,Spring
2019-03-15 20:00:00,Friday,OXFORD STREET,,OXFORD STREET,42.37904666666666,-71.11654333333333,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLOUDY                                            ,,DUSK                                              ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,NON FATAL INJURY - POSSIBLE                       ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,3,15,20,4,False,False,Spring
2019-03-15 14:18:00,Friday,MASSACHUSETTS AVENUE,NORFOLK ST,MASSACHUSETTS AVENUE_AND_NORFOLK ST,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO INJURY                                         ,NO INJURY                                         ,,,FEMALE                                            ,MALE                                              ,1.0,,,,2019,3,15,14,4,False,False,Spring
2019-03-13 13:18:00,Wednesday,MASSACHUSETTS AVENUE,ALBANY STREET,ALBANY STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,NON FATAL INJURY - NON INCAPACITATING             ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,3,13,13,2,False,False,Spring
2019-02-24 19:08:00,Sunday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.37563,-71.11935,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,RAIN                                              ,,DARK - LIGHTED ROADWAY                            ,WET                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,NON FATAL INJURY - NON INCAPACITATING             ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,2,24,19,6,True,False,Winter
2019-02-15 19:07:00,Friday,BROADWAY,,BROADWAY,42.36597,-71.09257,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO INJURY                                         ,NO INJURY                                         ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,2,15,19,4,False,False,Winter
2019-02-11 11:20:00,Monday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37108,-71.0803,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,UNKNOWN HEAVY TRUCK                               ,,NO INJURY                                         ,NON FATAL INJURY - NON INCAPACITATING             ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,2,11,11,0,False,False,Winter
2019-02-07 16:04:00,Thursday,MASSACHUSETTS AVENUE,WALDEN STREET,MASSACHUSETTS AVENUE_AND_WALDEN STREET,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,NO INJURY                                         ,,,MALE                                              ,FEMALE                                            ,1.0,,,,2019,2,7,16,3,False,True,Winter
2019-01-28 12:22:00,Monday,MASSACHUSETTS AVENUE,ELLERY STREET,ELLERY STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,"SIDESWIPE, OPPOSITE DIRECTION                     ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,STOP SIGNS                                        ,YES                                               ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,NON FATAL INJURY - NON INCAPACITATING             ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2019,1,28,12,0,False,False,Winter
2019-01-16 14:59:00,Wednesday,MASSACHUSETTS AVENUE,DUDLEY ST,DUDLEY ST_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO INJURY                                         ,NON FATAL INJURY - NON INCAPACITATING             ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2019,1,16,14,2,False,False,Winter
2018-12-16 11:14:00,Sunday,MASSACHUSETTS AVENUE,,MASSACHUSETTS AVENUE,42.37544081818183,-71.11253827272726,UNKNOWN                                           ,COLLISION WITH PEDALCYCLE                         ,CLOUDY                                            ,CLOUDY                                            ,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,UNKNOWN                                           ,,,FEMALE                                            ,MALE                                              ,1.0,1.0,,CYCLIST                                           ,2018,12,16,11,6,True,False,Winter
2018-11-29 22:36:00,Thursday,MASSACHUSETTS AVENUE,FRONT STREET,FRONT STREET_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,NO CONTROLS                                       ,,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,NON FATAL INJURY - NON INCAPACITATING             ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2018,11,29,22,3,False,False,Fall
2018-11-13 11:36:00,Tuesday,CAMBRIDGE STREET,,CAMBRIDGE STREET,42.37455,-71.10716,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,RAIN                                              ,CLOUDY                                            ,DAYLIGHT                                          ,WET                                               ,NO CONTROLS                                       ,,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",25 ,PASSENGER CAR                                     ,,NO INJURY                                         ,NO INJURY                                         ,,,MALE                                              ,MALE                                              ,1.0,,,CYCLIST                                           ,2018,11,13,11,1,False,False,Fall
2018-11-08 09:50:00,Thursday,MASSACHUSETTS AVE./RICE STREET,,MASSACHUSETTS AVE./RICE STREET,42.3931,-71.12593,SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,CLEAR                                             ,DAYLIGHT                                          ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,NO INJURY                                         ,NON FATAL INJURY - NON INCAPACITATING             ,,,MALE                                              ,FEMALE                                            ,1.0,,,CYCLIST                                           ,2018,11,8,9,3,False,True,Fall
2018-10-31 19:12:00,Wednesday,MASSACHUSETTS AVENUE,CAMERON AVE,CAMERON AVE_AND_MASSACHUSETTS AVENUE,42.369333,-71.11075,ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DARK - LIGHTED ROADWAY                            ,DRY                                               ,TRAFFIC CONTROL SIGNAL                            ,YES                                               ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",25 ,,,NON FATAL INJURY - NON INCAPACITATING             ,,,,MALE                                              ,,1.0,,,,2018,10,31,19,2,False,False,Fall
2018-10-31 10:18:00,Wednesday,JFK STREET,,JFK STREET,42.37322,-71.11962,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,CLEAR                                             ,,DAYLIGHT                                          ,DRY                                               ,NO CONTROLS                                       ,YES                                               ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",25 ,PASSENGER CAR                                     ,,NON FATAL INJURY - INCAPACITATING                 ,NO INJURY                                         ,,,FEMALE                                            ,MALE                                              ,1.0,1.0,,,2018,10,31,10,2,False,False,Fall
